id,title,organiser,blurb,description,guid,activity_or_event,url,is_free,price_display_teaser,price_display,price,min_price,max_price,age_group_display,min_age,max_age,datetime_display_teaser,datetime_display,start_datetime,end_datetime,venue_name,address_display,categories,images,longitude,latitude,checked,region,planning_area,label_tag,keyword_tag
41,SmiGy United Square Shopping Mall Playground,SmiGy,Indoor playground at United Square Shopping Mall.,"SmiGy at United Square Shopping Mall provides a fun and stimulating indoor playground for children. The venue features a variety of play zones designed to encourage physical activity and imaginative play. It is a great place for families to spend quality time together while children explore and interact with different play structures. The playground includes soft play areas, climbing frames, and interactive games suitable for a range of ages. Parents can supervise their children from comfortable seating areas. SmiGy is dedicated to maintaining a safe and clean environment for all visitors.",https://smigy.sg/gallery/,activity,https://smigy.sg/gallery/,FALSE,From $23,"$23 for 1 hour (1 adult + 1 child), $35 for 2 hours (1 adult + 1 child)",23,23,35,14 years old and below,0,14,Available daily,"Available daily, 10am - 8pm",1970-01-01T00:00:00,2099-12-31T23:59:00,United Square Shopping Mall,"101 Thomson Rd, B1-01 United square, Singapore 307591","Indoor Playground, Mall related","[{""local_path"": ""events_output/event_2/images/user_uploads/SmiGy_United_Square_Shopping_Mall_Playground_1.jpg"", ""filename"": ""SmiGy_United_Square_Shopping_Mall_Playground_1.jpg"", ""original_url"": ""https://smigy.sg/gallery/"", ""source_credit"": ""smigy""}, {""local_path"": ""events_output/event_2/images/user_uploads/SmiGy_United_Square_Shopping_Mall_Playground_2.jpg"", ""filename"": ""SmiGy_United_Square_Shopping_Mall_Playground_2.jpg"", ""original_url"": ""https://smigy.sg/gallery/"", ""source_credit"": ""smigy""}]",103.8435736,1.3174026,TRUE,Central Region,Novena,,soft play
42,SmiGy Forum The Shopping Mall Indoor Playground,SmiGy,Indoor playground at Forum The Shopping Mall.,"SmiGy at Forum The Shopping Mall offers an exciting and engaging indoor playground experience for children. The facility features a variety of play areas designed to promote physical activity and creative play. It is an ideal destination for families seeking a fun and safe environment for their children to explore. The playground includes soft play equipment, climbing structures, and interactive games suitable for toddlers and older kids. Parents can relax in designated seating areas while keeping an eye on their children. SmiGy is committed to providing a clean and well-maintained space for kids to enjoy.",https://smigy.sg/gallery/,activity,https://smigy.sg/gallery/,FALSE,From $23,"$23 for 1 hour (1 adult + 1 child), $35 for 2 hours (1 adult + 1 child)",23,23,35,14 years old and below,0,14,Available daily,"Available daily, 10am - 8pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Forum The Shopping Mall,"583 Orchard Rd, b1, Singapore 238884","Indoor Playground, Mall related","[{""local_path"": ""events_output/event_3/images/user_uploads/SmiGy_Forum_The_Shopping_Mall_Indoor_Playground_1.jpg"", ""filename"": ""SmiGy_Forum_The_Shopping_Mall_Indoor_Playground_1.jpg"", ""original_url"": ""https://smigy.sg/gallery/"", ""source_credit"": ""smigy""}]",103.8286,1.306069,TRUE,Central Region,Orchard,,soft play
43,Kiztopia Prestige: Premium Play for Young Adventurers,Kiztopia,Premium experiences tailored for toddlers and preschoolers.,"Kiztopia Prestige offers premium experiences tailored for toddlers and preschoolers. This brand new concept promises an unparalleled experience with top-notch services and exciting play opportunities. The space features a diverse range of soft play concepts, igniting imagination and curiosity at every turn. Regular classes and programs foster holistic development in a fun and engaging environment, ensuring a comprehensive and enriching experience for young children. Kiztopia Prestige is designed to provide a safe, stimulating, and enjoyable environment where children can learn, play, and grow.",https://kiztopia.com/brands/kiztopia-prestige/,activity,https://kiztopia.com/brands/kiztopia-prestige/,FALSE,From $32,From $32 - $48,32,32,48,17 years old and below,0,17,Available daily,"Sun – Thurs: 10am to 8pm, Fri – Sat, Eve of PH & PH: 10am to 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,River Valley,"58 Kim Yam Rd, #04-01, Singapore 239359",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/Kiztopia_Prestige__Premium_Play_for_Young_Adventurers_1.jpg"", ""filename"": ""Kiztopia_Prestige__Premium_Play_for_Young_Adventurers_1.jpg"", ""original_url"": ""https://kiztopia.com/kiztopia-prestige/"", ""source_credit"": ""kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2023/10/03.jpg"", ""source_credit"": ""Kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2023/10/04.jpg"", ""source_credit"": ""Kiztopia""}]",103.8396061,1.2929534,TRUE,Central Region,River Valley,,
44,KidZania Singapore: Child-Sized City Adventure,KidZania Singapore,"Explore a city where kids become firefighters, doctors!","KidZania Singapore offers a child-sized city experience where children aged 4-17 can explore various professions through hands-on activities. They can become firefighters, doctors, chefs, or artists, performing real-life tasks that help them develop skills, self-knowledge, and self-confidence. This engaging environment fosters creativity, collaboration, and fun, allowing children to learn and grow in a safe and interactive setting. It's a family-friendly attraction designed to fuel a child’s natural desire to explore and create. Activities are designed to be both educational and entertaining, providing a unique learning experience.",https://www.kidzania.com.sg/,activity,https://www.kidzania.com.sg/,FALSE,From $40.60,From $40.60 - $84 (Free for child below 1 year old),40.6,40.6,84,17 years old and below,0,17,Available daily,"Available daily, 10am - 6pm",1970-01-01T00:00:00,2099-12-31T23:59:00,KidZania Singapore,"31 Bch Vw Rd, #01-01/02 Sentosa Island, Singapore 098008","Attraction, Indoor Playground","[{""local_path"": ""events_output/event_1/images/user_uploads/KidZania_Singapore__Child_Sized_City_Adventure_1.jpg"", ""filename"": ""KidZania_Singapore__Child_Sized_City_Adventure_1.jpg"", ""original_url"": ""https://www.kidzania.com.sg/"", ""source_credit"": ""kidzania""}, {""local_path"": ""events_output/event_1/images/user_uploads/KidZania_Singapore__Child_Sized_City_Adventure_2.jpg"", ""filename"": ""KidZania_Singapore__Child_Sized_City_Adventure_2.jpg"", ""original_url"": ""https://www.kidzania.com.sg/"", ""source_credit"": ""kidzania""}, {""url"": ""https://cdn.prod.website-files.com/659e193f4c71ea51ea7c546f/66cd7d6f8d8ee4b804eaa6f4_Mainpage%20Banner%20-%20Birthday.jpeg"", ""source_credit"": ""KidZania Singapore""}]",103.8202485,1.2515984,TRUE,Central Region,Southern Islands,,
45,Pirate Land @ The Centrepoint Playground Fun,Pirate Land,Indoor playground at The Centrepoint for kids!,"Pirate Land @ The Centrepoint offers a fun and engaging indoor playground experience for children. Located in The Centrepoint mall, it provides a safe and stimulating environment for kids to explore and play. The playground features various play structures, including slides, climbing areas, and interactive games, designed to promote physical activity and creativity. Pirate Land is a great place for families to spend quality time together, with comfortable seating areas for parents to relax while their children play. Perfect for birthday parties and playdates.",https://www.piratelandsg.com/,activity,https://www.piratelandsg.com/,FALSE,From S23.90,From S23.90 to $33.90,23.9,23.9,33.9,12 years old and below,0,12,Available daily,"Weekday: 10:30am - 8:00pm, Weekend/PH: 10:30am - 9:00pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Pirate Land @ The Centrepoint,"176 Orchard Rd, #04 - 08 / 09, Singapore 238843",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/Pirate_Land___The_Centrepoint_Playground_Fun_1.jpg"", ""filename"": ""Pirate_Land___The_Centrepoint_Playground_Fun_1.jpg"", ""original_url"": ""https://www.piratelandsg.com/%E5%89%AF%E6%9C%AC-home-2"", ""source_credit"": ""pirateland""}, {""local_path"": ""events_output/event_1/images/user_uploads/Pirate_Land___The_Centrepoint_Playground_Fun_2.jpg"", ""filename"": ""Pirate_Land___The_Centrepoint_Playground_Fun_2.jpg"", ""original_url"": ""https://www.piratelandsg.com/%E5%89%AF%E6%9C%AC-home-2"", ""source_credit"": ""pirateland""}, {""url"": ""https://static.wixstatic.com/media/460e65_debb34d704d940ce934a12bbdb4b1dbd~mv2.jpg/v1/fill/w_2000,h_2000,al_c,q_100,usm_0.66_1.00_0.01,enc_avif,quality_auto/6b0cd456ee63d4d83caccbaeeb6f11f.jpg"", ""source_credit"": ""Pirate Land""}]",103.839695,1.3019805,TRUE,Central Region,Orchard,,soft play
46,Pirate Land @ Eastpoint Mall Playground Fun,Pirate Land,Indoor playground at Eastpoint Mall for kids!,"Pirate Land @ Eastpoint Mall offers a fun and engaging indoor playground experience for children. Located in Eastpoint Mall, it provides a safe and stimulating environment for kids to explore and play. The playground features various play structures, including slides, climbing areas, and interactive games, designed to promote physical activity and creativity. Pirate Land is a great place for families to spend quality time together, with comfortable seating areas for parents to relax while their children play. Perfect for birthday parties and playdates.",https://www.piratelandsg.com/,activity,https://www.piratelandsg.com/,FALSE,From $23.90,From $23.90 - $33.90,23.9,23.9,33.9,12 years old and below,0,12,Available daily,"Weekday:10:00am-8:45pm, Weekend/PH:10:00am-9:00pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Pirate Land @ Eastpoint Mall,"Simei Street 6, #04-12/13/14 Eastpoint Mall, 3号, Singapore: 528833",Indoor Playground,"[{""local_path"": ""events_output/event_2/images/user_uploads/Pirate_Land___Eastpoint_Mall_Playground_Fun_1.jpg"", ""filename"": ""Pirate_Land___Eastpoint_Mall_Playground_Fun_1.jpg"", ""original_url"": ""https://www.piratelandsg.com/eastpointmall"", ""source_credit"": ""pirateland""}, {""local_path"": ""events_output/event_2/images/user_uploads/Pirate_Land___Eastpoint_Mall_Playground_Fun_2.jpg"", ""filename"": ""Pirate_Land___Eastpoint_Mall_Playground_Fun_2.jpg"", ""original_url"": ""https://www.piratelandsg.com/eastpointmall"", ""source_credit"": ""pirateland""}, {""local_path"": ""events_output/event_2/images/user_uploads/Pirate_Land___Eastpoint_Mall_Playground_Fun_3.jpg"", ""filename"": ""Pirate_Land___Eastpoint_Mall_Playground_Fun_3.jpg"", ""original_url"": ""https://www.piratelandsg.com/eastpointmall"", ""source_credit"": ""pirateland""}]",103.9530415,1.3427145,TRUE,East Region,Tampines,,soft play
47,SkyPark at Orchard Cineleisure: Sporty Indoor Fun,Kiztopia,Dynamic indoor play park with sporty concepts.,"SkyPark is a dynamic indoor play park that features sporty concepts - from rock climbing to high elements - tailored to challenge and inspire. The main highlight is a multi-level play structure that gamifies challenges while fostering friendly competition among participants. In addition, there are vertical gyms and a ball pit for little ones. SkyPark promises an all-encompassing adventure for kids and families of all ages, igniting their physical prowess and creating enduring memories together.",https://kiztopia.com/brands/skypark/,activity,https://kiztopia.com/brands/skypark/,FALSE,From $24.80,From $24.80 - $34.80,24.8,24.8,34.8,17 years old and below,0,17,Available daily,"Sun – Thurs: 10am to 8pm, Fri – Sat, Eve of PH & PH: 10am to 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Orchard Cineleisure,"8 Grange Rd, #04-04/05 Orchard Cineleisure, Singapore 239695",Indoor Playground,"[{""local_path"": ""events_output/event_2/images/user_uploads/SkyPark_at_Orchard_Cineleisure__Sporty_Indoor_Fun_1.jpg"", ""filename"": ""SkyPark_at_Orchard_Cineleisure__Sporty_Indoor_Fun_1.jpg"", ""original_url"": ""https://kiztopia.com/branches/skypark/"", ""source_credit"": ""kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2023/09/08-1.jpg"", ""source_credit"": ""Kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2023/09/01a.jpg"", ""source_credit"": ""Kiztopia""}]",103.8363441,1.301527,TRUE,Central Region,Orchard,,
48,CSC Bukit Batok Children’s Playroom,CSC Bukit Batok,Fun for children at CSC Bukit Batok Playroom.,"The Children’s Playroom at CSC Bukit Batok offers a safe and fun environment for children to play and explore. It features a variety of play equipment suitable for different age groups. Parents can relax while their children enjoy themselves in this supervised play area. The playroom is designed to stimulate creativity and physical activity in a secure setting. It's an ideal place for families to spend quality time together, with comfortable seating and a welcoming atmosphere. The facility is well-maintained and regularly cleaned to ensure a hygienic environment for all children.",https://www.cscbukitbatok.sg/CSC-Children-Playroom-Indoor-Playground-Children-Party-Room-Club-House,activity,https://www.cscbukitbatok.sg/CSC-Children-Playroom-Indoor-Playground-Children-Party-Room-Club-House,TRUE,Free,Free upon staying at facility,0,0,0,1 to 12 years old,0,12,Available daily,"Available daily, 9am - 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,CSC Bukit Batok,Club CSC Bukit Batok Bukit Batok West Avenue 2,Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/CSC_Bukit_Batok_Children_s_Playroom_1.png"", ""filename"": ""CSC_Bukit_Batok_Children_s_Playroom_1.png"", ""original_url"": ""https://www.cscbukitbatok.sg/CSC-Children-Playroom-Indoor-Playground-Children-Party-Room-Club-House"", ""source_credit"": ""cscbukitbatok""}, {""local_path"": ""events_output/event_1/images/user_uploads/CSC_Bukit_Batok_Children_s_Playroom_2.png"", ""filename"": ""CSC_Bukit_Batok_Children_s_Playroom_2.png"", ""original_url"": ""https://www.cscbukitbatok.sg/CSC-Children-Playroom-Indoor-Playground-Children-Party-Room-Club-House"", ""source_credit"": ""cscbukitbatok""}, {""local_path"": ""events_output/event_1/images/user_uploads/CSC_Bukit_Batok_Children_s_Playroom_3.png"", ""filename"": ""CSC_Bukit_Batok_Children_s_Playroom_3.png"", ""original_url"": ""https://www.cscbukitbatok.sg/CSC-Children-Playroom-Indoor-Playground-Children-Party-Room-Club-House"", ""source_credit"": ""cscbukitbatok""}, {""local_path"": ""events_output/event_1/images/user_uploads/CSC_Bukit_Batok_Children_s_Playroom_4.png"", ""filename"": ""CSC_Bukit_Batok_Children_s_Playroom_4.png"", ""original_url"": ""https://www.cscbukitbatok.sg/CSC-Children-Playroom-Indoor-Playground-Children-Party-Room-Club-House"", ""source_credit"": ""cscbukitbatok""}]",103.7489605,1.3526947,TRUE,West Region,Bukit Batok,,safari
49,Jolly Jungle Kids Indoor Playground @OTH Library,Jolly Jungle,A vibrant fusion of imagination and discovery!,"Located within the Library, Jolly Jungle is designed to ignite creativity and curiosity. It's a place where children can climb, explore, and learn, proving that libraries can be full of laughter. The playground offers a safe and engaging environment for kids to develop their physical and social skills through play. With various play structures and interactive elements, children can explore different themes and scenarios, fostering their imagination and problem-solving abilities. Jolly Jungle aims to provide a fun and educational experience for families.",https://www.jollyjungle.sg/,activity,https://www.jollyjungle.sg/,FALSE,From $13,From $13 - $25,13,13,25,14 years old and below,0,14,Available daily,"Available daily, 10am - 8:45pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Our Tampines Hub,"1 Tampines Walk #03-02 Enter via Library Level 2 Our Tampines Hub, Lobby H or F (Last Entry 745pm, Singapore 528523",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/Jolly_Jungle_Kids_Indoor_Playground__OTH_Library_1.jpg"", ""filename"": ""Jolly_Jungle_Kids_Indoor_Playground__OTH_Library_1.jpg"", ""original_url"": ""https://www.jollyjungle.sg/"", ""source_credit"": ""jollyjungle""}, {""url"": ""https://static.wixstatic.com/media/1c95dc_86674034bf204f2490bffc619aa42932~mv2.png/v1/fill/w_2000,h_2000,al_c,q_100,usm_0.66_1.00_0.01,enc_avif,quality_auto/Kids%20indoor%20playground%20(3)_edited.png"", ""source_credit"": ""Jolly Jungle""}]",103.9396416,1.3528162,TRUE,East Region,Tampines,,"jungle, safari, nature"
50,The Polliwogs: Serious Fun Experiences Await You,The Polliwogs,Dive into a world of serious fun experiences today!,"The Polliwogs offers a vibrant space for children to explore and engage in various activities. While specific details on play areas and amenities are not provided, the venue hosts events like Pokémon-themed baking workshops and cultural experiences such as lion dance blessings. These activities cater to families looking for interactive and engaging experiences. The Polliwogs aims to provide a fun and enriching environment for children to learn and play. It is a place where kids can create, explore, and make lasting memories with their families. The venue focuses on providing a safe and stimulating environment for children of all ages.",https://thepolliwogs.com/,activity,https://thepolliwogs.com/,FALSE,From $28.90,From $28.90 - $48.90,28.9,28.9,48.9,14 years old and below,0,14,Available daily,"Sun – Thu: 9.30am - 7.30pm, Fri – Sat: 9.30am - 8.30pm",1970-01-01T00:00:00,2099-12-31T23:59:00,The Polliwogs,"1 HarbourFront Walk, #03-12 VivoCity, Singapore 098585",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/The_Polliwogs__Serious_Fun_Experiences_Await_You_1.jpg"", ""filename"": ""The_Polliwogs__Serious_Fun_Experiences_Await_You_1.jpg"", ""original_url"": ""https://thepolliwogs.com/venues/vivocity/"", ""source_credit"": ""thepolliwogs""}, {""local_path"": ""events_output/event_1/images/user_uploads/The_Polliwogs__Serious_Fun_Experiences_Await_You_2.jpg"", ""filename"": ""The_Polliwogs__Serious_Fun_Experiences_Await_You_2.jpg"", ""original_url"": ""https://thepolliwogs.com/venues/vivocity/"", ""source_credit"": ""thepolliwogs""}, {""local_path"": ""events_output/event_1/images/user_uploads/The_Polliwogs__Serious_Fun_Experiences_Await_You_3.jpg"", ""filename"": ""The_Polliwogs__Serious_Fun_Experiences_Await_You_3.jpg"", ""original_url"": ""https://thepolliwogs.com/venues/vivocity/"", ""source_credit"": ""thepolliwogs""}, {""local_path"": ""events_output/event_1/images/user_uploads/The_Polliwogs__Serious_Fun_Experiences_Await_You_4.jpg"", ""filename"": ""The_Polliwogs__Serious_Fun_Experiences_Await_You_4.jpg"", ""original_url"": ""https://thepolliwogs.com/venues/vivocity/"", ""source_credit"": ""thepolliwogs""}]",103.82088,1.263612,TRUE,Central Region,Bukit Merah,,
51,Nekoland at Clarke Quay Central,The Polliwogs,Where kids play and cats cuddle,"Looking for a spot where kids can play AND meet furry friends? Nekoland at Clarke Quay Central is a dream come true. Little ones can zoom down slides, bounce on trampolines, and explore toddler-friendly play zones. For kids 3 and up, the Cat Interaction Zone is pure magic — cuddles, purrs, and gentle lessons on caring for animals. While the kiddos burn off energy, mums can sip coffee and recharge at Taro’s Café. Indoor, air-con, and full of giggles, Nekoland is where fun meets furry joy. A purr-fect family day out!",https://thepolliwogs.com/,activity,https://thepolliwogs.com/,FALSE,From $25,From $25 - $35,25,25,35,3 to 14 years old,3,14,Available daily,"Available daily, 10am-8pm",1970-01-01T00:00:00,2099-12-31T23:59:00,"Clarke Quay, Central","6 Eu Tong Sen St Clarke Quay, Central, #04-63, Singapore 059817",Indoor Playground,"[{""local_path"": ""events_output/event_2/images/user_uploads/Nekoland_at_Clarke_Quay_Central_1.webp"", ""filename"": ""Nekoland_at_Clarke_Quay_Central_1.webp"", ""original_url"": ""https://nekoland.co/pages/about"", ""source_credit"": ""nekoland""}, {""local_path"": ""events_output/event_2/images/user_uploads/Nekoland_at_Clarke_Quay_Central_2.webp"", ""filename"": ""Nekoland_at_Clarke_Quay_Central_2.webp"", ""original_url"": ""https://nekoland.co/pages/about"", ""source_credit"": ""nekoland""}, {""local_path"": ""events_output/event_2/images/user_uploads/Nekoland_at_Clarke_Quay_Central_3.webp"", ""filename"": ""Nekoland_at_Clarke_Quay_Central_3.webp"", ""original_url"": ""https://nekoland.co/pages/about"", ""source_credit"": ""nekoland""}]",103.8467157,1.2891465,TRUE,Central Region,Singapore River,,cat
52,Joy of Toys: A Unique Family Play Experience,Joy of Toys,Fun recreational area for families to enjoy toys.,"Joy of Toys offers a unique play experience combining wooden toys and comfortable spaces. The Main Play Space is suitable for preschoolers and school-aged children. The Toddler Play Space is recommended for crawling babies and toddlers learning to walk. The Riding Room is recommended for short or add-on play, for beginning or confident walkers. Open daily from 10 AM to 8 PM. Remember to bring socks for children and accompanying adults! They provide family-friendly facilities for a fun and relaxing day.",https://joyoftoys.com.sg/wp/,activity,https://joyoftoys.com.sg/wp/,FALSE,From $8,From $8 - $29,8,8,29,12 years old and below,0,12,Available daily,"Available daily, 10am - 8pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Joy of Toys,"6 Eu Tong Sen St, #03-51 Clarke Quay Central, Singapore 059817",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/Joy_of_Toys__A_Unique_Family_Play_Experience_1.jpg"", ""filename"": ""Joy_of_Toys__A_Unique_Family_Play_Experience_1.jpg"", ""original_url"": ""https://joyoftoys.com.sg/wp/"", ""source_credit"": ""joyoftoys""}, {""local_path"": ""events_output/event_1/images/user_uploads/Joy_of_Toys__A_Unique_Family_Play_Experience_2.jpg"", ""filename"": ""Joy_of_Toys__A_Unique_Family_Play_Experience_2.jpg"", ""original_url"": ""https://joyoftoys.com.sg/wp/"", ""source_credit"": ""joyoftoys""}, {""local_path"": ""events_output/event_1/images/user_uploads/Joy_of_Toys__A_Unique_Family_Play_Experience_3.jpg"", ""filename"": ""Joy_of_Toys__A_Unique_Family_Play_Experience_3.jpg"", ""original_url"": ""https://joyoftoys.com.sg/wp/"", ""source_credit"": ""joyoftoys""}, {""local_path"": ""events_output/event_1/images/user_uploads/Joy_of_Toys__A_Unique_Family_Play_Experience_4.jpg"", ""filename"": ""Joy_of_Toys__A_Unique_Family_Play_Experience_4.jpg"", ""original_url"": ""https://joyoftoys.com.sg/wp/"", ""source_credit"": ""joyoftoys""}, {""local_path"": ""events_output/event_1/images/user_uploads/Joy_of_Toys__A_Unique_Family_Play_Experience_5.jpg"", ""filename"": ""Joy_of_Toys__A_Unique_Family_Play_Experience_5.jpg"", ""original_url"": ""https://joyoftoys.com.sg/wp/"", ""source_credit"": ""joyoftoys""}, {""local_path"": ""events_output/event_1/images/user_uploads/Joy_of_Toys__A_Unique_Family_Play_Experience_6.jpg"", ""filename"": ""Joy_of_Toys__A_Unique_Family_Play_Experience_6.jpg"", ""original_url"": ""https://joyoftoys.com.sg/wp/"", ""source_credit"": ""joyoftoys""}, {""local_path"": ""events_output/event_1/images/user_uploads/Joy_of_Toys__A_Unique_Family_Play_Experience_7.jpg"", ""filename"": ""Joy_of_Toys__A_Unique_Family_Play_Experience_7.jpg"", ""original_url"": ""https://joyoftoys.com.sg/wp/"", ""source_credit"": ""joyoftoys""}]",103.846738,1.289421,TRUE,Central Region,Singapore River,,toys
