Name,Address,Phone,Website,Category
Herald Learning Centre,"204 Hougang St 21, #03-119, Singapore 530204",+65 6383 5706,http://www.herald.com.sg/,"point_of_interest,establishment"
UMA MENTAL ARITHMETIC (大成心算),"Yishun Street 81, #02-180 BLOCK 845, Singapore 760845",+65 9128 1568,http://www.uma.sg/,"point_of_interest,establishment"
Brainy Moves Centre,"90 Goodman Rd, Goodman Arts Centre, Singapore 439053",+65 8606 3048,http://www.brainymoves.org/,"school,health,point_of_interest,establishment"
Iron Scholars Pte Ltd,"118 Aljunied Ave 2, #02-108, Singapore 380118",+65 9275 0773,https://ironscholars.com/,"school,child_care_agency,point_of_interest,establishment"
3G Abacus (Head Office),"134 Jurong Gateway Rd, #04-307A, Singapore 600134",+65 9643 9754,http://www.3gabacus.com/,"consultant,point_of_interest,establishment"
Katong Community Centre,"51 Kampong Arang Rd, Singapore 438178",+65 6345 8258,,"community_center,event_venue,point_of_interest,establishment"
Kampong Ubi Community Centre,"10 Jln Ubi, #01-07, Singapore 409075",+65 6742 3564,,"community_center,event_venue,point_of_interest,establishment"
CMA Mental Arithmetic (Kovan) Centre,"Hougang St 21, #03-57 Blk 203, Singapore 530203",+65 6284 0047,https://www.cma.edu.sg/,"point_of_interest,establishment"
CMA Mental Arithmetic (Sengkang) Centre,"Compassvale St, #01-38 Blk 297A, Singapore 541297",+65 6881 1368,http://www.cma.edu.sg/,"point_of_interest,establishment"
Cma Mental Arithmetic Centre (Punggol Center),"168 Punggol Fld, #04-05, Singapore 820168",+65 6315 5886,http://www.cma.edu.sg/,"point_of_interest,establishment"
CMA Mental Arithmetic Centre (Yishun) Pte Ltd,"1 Northpoint Drive #02-174 (South Wing), Northpoint City, Singapore 768019",+65 6257 0028,http://www.cma.edu.sg/,"point_of_interest,establishment"
Computhink Academy,"6 Toa Payoh Central, Singapore 319191",+65 8858 6173,http://www.computhink.com.sg/,"child_care_agency,point_of_interest,establishment"
The Logic Coders,"180 Kitchener Road, Mall, #06 - 05 City Square, Singapore 208539",+65 9040 9944,https://www.thelogiccoders.com.sg/,"point_of_interest,establishment"
Coding Lab (Parkway Parade),"80 Marine Parade Rd, #10-06 Parkway Parade, Singapore 449269",+65 6977 9641,http://www.codinglab.com.sg/,"point_of_interest,establishment"
The Lab Singapore (Orchard),"160 Orchard Rd, #03-07 Taste Orchard, Singapore 238842",+65 8824 4521,http://www.thelab.sg/,"point_of_interest,establishment"
Nullspace Robotics (Kallang Wave Mall),"1 Stadium Pl, #01-72, Singapore 397628",+65 6371 1783,https://sg.nullspace.co/centre-for-robotics-learning/,"point_of_interest,establishment"
SoulKids - Award-Winning Life Skills Training for Children and Parents,"91 Bencoolen St, #12-04, Singapore 189652",+65 9875 2372,http://www.soulkids.org/,"health,point_of_interest,establishment"
The Young Maker (Stars of Kovan),"988 Upper Serangoon Rd, #01-15 Stars of Kovan, Singapore 534733",+65 9777 5275,http://theyoungmaker.com/,"point_of_interest,establishment"
Lyza Education @ Orchard,"545 Orchard Rd, #16-07A Far East Shopping Centre, Singapore 238882",+65 9358 6695,http://www.lyza.com.sg/,"point_of_interest,establishment"
Mosaic Play Academy,"402 Joo Chiat Pl, The Yards@, Singapore 428082",+65 8915 2005,http://www.mosaicplayacademy.sg/,"child_care_agency,point_of_interest,establishment"
Think Kids,"123 Penang Rd, #03-13 Adina Singapore Orchard, Singapore 238465",+65 6735 4438,http://www.think-kids.com/,"school,doctor,health,consultant,point_of_interest,establishment"
Terra Minds Education,"73 Ubi Road 1, #09-62, #1 Oxley Bizhub, Singapore 408733",+65 6926 8757,https://www.terraminds.com.sg/,"point_of_interest,establishment"
Meta Robotics @ Punggol,"Blk 168, Punggol Fld, #04 08A, Singapore 820168",+65 6315 2777,https://www.metarobotics.sg/,"point_of_interest,establishment"
Chess at Three (United Square),"#01-45/46 United Square, Singapore 307591",+65 9436 1885,http://chessat3.sg/,"school,sports_club,point_of_interest,establishment"
Think Academy @ Square 2,"10 Sinaran Dr, #03-26 29 Square 2, Singapore 307506",+65 8285 3984,http://www.thinkacademy.sg/,"primary_school,school,point_of_interest,establishment"
Think Academy Singapore HQ,"101 Thomson Rd, #26-05 United Square, Singapore 307591",,http://www.thinkacademy.sg/,"school,point_of_interest,establishment"
The Brainery Code @ Jurong,"134 Jurong Gateway Rd, #03-307C, Singapore 600134",+65 8588 0583,https://thebrainerycode.com/,"point_of_interest,establishment"
Xaltius Pte. Ltd.,"33 Ubi Ave 3, #06-53, Tower A Vertex, Singapore 408868",+65 8133 0642,https://www.xaltius.tech/,"consultant,point_of_interest,establishment"
PLAYInc,"90, #03-01 Lor 23 Geylang, Agrow Building, Singapore 388393",+65 6802 5384,http://www.playinc.com.sg/,"performing_arts_theater,event_venue,consultant,point_of_interest,establishment"
Eye Level @ City Square Mall,"180 Kitchener Rd, #07-11, Singapore 208539",+65 6509 1317,http://csm.myeyelevel.net/,"point_of_interest,establishment"
Speech Academy Asia Headquarters - Public speaking for kids and adults,"52 Jurong Gateway Rd, #06-01 Jem, Singapore 608550",+65 9061 1715,http://speechacademyasia.com/,"point_of_interest,establishment"
"Singapore Brain Development Centre - ADHD, Dyslexia & Autism Treatment","1 Goldhill Plaza, #01-11, Singapore 308899",+65 6288 4123,https://www.brain.com.sg/,"point_of_interest,establishment"
International Schooling,"111 Somerset Rd, Level 3 TripleOne Somerset, Singapore 238164",+1 727-390-2419,https://internationalschooling.org/,"school,point_of_interest,establishment"
Ingel Soong Tuition Centre,"Tampines Street 41, Block 432, Singapore 520432",+65 9672 6733,https://ingelsoong.com/,"point_of_interest,establishment"
Next Level Options Academy,"10 Anson Rd, #18-13 International Plaza, Singapore 079903",+65 9771 9422,http://www.buffettonlineschool.com/,"point_of_interest,establishment"
Kuno Method @ Buangkok Square Mall,"991 Buangkok Link, #03-04 Buangkok Square Mall, Singapore 530991",+65 6560 8588,http://www.kunomethod.com.sg/,"preschool,child_care_agency,school,point_of_interest,establishment"
Emc Learning Resources Pte Ltd,"7500A Beach Rd, #04-312 THE PLAZA, Postal 199591",+65 6451 4188,http://www.emc.sg/,"point_of_interest,establishment"
Learning Interactive Pte Ltd,"231 Bain St, #04-39, Singapore 180231",+65 6333 4838,http://www.li.com.sg/,"child_care_agency,point_of_interest,establishment"
Futurum Academy (The Woodleigh Mall),"11 Bidadari Park Dr, #02-46, Singapore 367803",+65 8941 7751,https://futurumacademy.com/,"point_of_interest,establishment"
Mofunland Marina Square | Learn Cubing Singapore | Cubing Classes Competition | Speed Cubing | Rubik's Cube Shop Singapore,"6 Raffles Blvd, Singapore 039594",+65 8558 0928,http://www.mofunland.com/,"playground,point_of_interest,store,establishment"
Learn Beyond Education,"203 Hougang St 21, #03-89, Singapore 530203",+65 9775 0880,https://learnbeyondeducation.com/,"point_of_interest,establishment"
MuscleMath Learning Centre,"505D Bishan St.11, #01-410, Singapore 574505",+65 8433 3755,https://www.musclemathtuition.com/,"point_of_interest,establishment"
TSA The Science Academy (Toa Payoh),"01-674 Lor 4 Toa Payoh, Block 192, Singapore 310192",+65 8655 5068,http://www.thescienceacademy.sg/,"point_of_interest,establishment"
Simplilearn Singapore,"7500A Beach Rd, #14-302 The Plaza, Singapore 199591",+65 800 492 2295,https://www.simplilearn.com/?utm_source=google&utm_medium=gmb&utm_campaign=organic,"point_of_interest,establishment"
PlayFACTO School Katong | Student Care Katong,"30 E Coast Rd, #03-15, Singapore 428751",+65 9773 4336,https://playfactoschool.com.sg/student-care-katong/,"child_care_agency,point_of_interest,establishment"
Skool4kidz Pte Ltd,"87 Marine Parade Central, Singapore 440087",,,"preschool,child_care_agency,school,point_of_interest,establishment"
Mind Stretcher Yew Tee,"21 Choa Chu Kang North 6 #01-09/10 Yew Tee Point, Singapore 689578",+65 6465 0100,https://www.mindstretcher.com/,"point_of_interest,establishment"
"AGrader Learning Centre (Ang Mo Kio) - English, Math, Creative Writing, Science Tuition Centre Singapore","61 Ang Mo Kio Ave 8, #02-01/02/13 Jubilee Square, Singapore 569814",+65 9789 2377,https://www.agrader.sg/,"point_of_interest,establishment"
STEM Academy,"2 Sims Cl, #05-07 Gemini @ Sims, Singapore 387298",+65 6294 6505,https://www.stemacademy.sg/,"point_of_interest,establishment"
IDE Academy Singapore,"231 Mountbatten Road, Block B Mountbatten Centre, 03-03, Singapore 397999",+65 9888 9771,http://ideacademy.sg/,"child_care_agency,point_of_interest,establishment"
Little Skoolz,"33 Ubi Ave 3, #06-35 Vertex, Singapore 408868",+65 6702 2071,http://littleskoolz.com/,"point_of_interest,establishment"
STEM Institution (Upper Thomson),"11 Sin Ming Rd, B2-10 Thomson V2, Singapore 575629",+65 9244 0472,https://steminstitution.com/,"point_of_interest,establishment"
Best STEAM Junior Enrichment Classes Singapore,"7030 Ang Mo Kio Ave 5, #01-25, Singapore 569880",+65 6100 0567,https://www.jnrentertainment.com.sg/enrichment-class,"point_of_interest,establishment"
Explorer Junior | STEM Education & Holiday Camps,"304 Ubi Ave 1, #01-85, Singapore 400304",+65 8863 6067,http://www.explorerjunior.com/,"point_of_interest,establishment"
The Lavender Spaceship Project,"40A Orchard Rd, Singapore 238838",+65 8223 4825,http://www.lavenderspaceship.com/,"point_of_interest,establishment"
Duck Learning,"240 MacPherson Rd, #03-01, Singapore 348574",+65 6747 4236,http://www.ducklearning.com/,"consultant,point_of_interest,establishment"
Inventive Kids Play-based STEM Learning Centre,"339 Anchorvale Rd, #03-06, Singapore 540339",+65 8813 1649,https://www.inventivekids.asia/,"point_of_interest,establishment"
Futurum Academy（United Square Mall Campus）,"101 Thomson Road, Mall, #02-18/21 United Square, Singapore 307591",+65 8942 2919,http://www.futurumacademy.com/,"school,point_of_interest,establishment"
"JF Smart Learning (Bedok) - Science, Mathematics and Robotics Holiday Camps, Tuition and Enrichment Centre","740 Bedok Reservoir Rd, #01-3167, Singapore 470740",,https://jfsmartlearning.com/,"point_of_interest,establishment"
STEM Genius Coding & Robotics Academy,"106 Yishun Ring Rd, #01-199, Singapore 760106",+65 8819 5963,http://stem-genius.com/,"child_care_agency,point_of_interest,establishment"
School Of Robotics (SOR) @ Bukit Timah Branch,"170 Upper Bukit Timah Rd, #B2-15 Shopping Centre, Singapore 588179",+65 8878 8485,https://www.sor.com.sg/,"point_of_interest,establishment"
NK Robotics Sengkang,"Compassvale Bow, #02-15 70 Grand Mall, Singapore 544692",+65 8621 5076,https://nkr.sg/,"point_of_interest,establishment"
Empire Code Novena,"151B Thomson Rd, Singapore 307606",+65 8145 5004,http://www.empirecode.co/,"point_of_interest,establishment"
Empire Code River Valley,"8 Mohamed Sultan Rd, Singapore 238958",+65 8145 5004,http://www.empirecode.co/,"point_of_interest,establishment"
Nullspace Robotics (Rochester Mall),"35 Rochester Dr, #03 - 07, Singapore 138639",+65 6371 1783,https://sg.nullspace.co/centre-for-robotics-learning/,"child_care_agency,point_of_interest,establishment"
Coding Lab (Bukit Timah),"9 King Albert Park, #02-19 / #02-21 / #02-05, Singapore 598332",+65 6977 9641,http://www.codinglab.com.sg/,"point_of_interest,establishment"
STEM Institution (Pasir Ris),"1 Pasir Ris Cl, #03-105 E!hub, Singapore 519599",+65 9244 0472,http://www.steminstitution.com/,"point_of_interest,store,establishment"
PSB Academy City Campus: STEM Wing,"6 Raffles Blvd, #04-101/102, Singapore 039594",+65 6390 9000,http://www.psb-academy.edu.sg/,"university,point_of_interest,establishment"
Cambridge @ River Valley,"262 River Valley Rd, Singapore 238308",+65 6737 9139,https://cambridge.school/River-valley/,"preschool,child_care_agency,school,point_of_interest,establishment"
Nullspace Robotics (SAFRA Tampines),"1A Tampines Street 92, #02-03, Singapore 528882",+65 6371 1783,https://sg.nullspace.co/centre-for-robotics-learning/,"child_care_agency,point_of_interest,establishment"
KidsSTOP,"21 Jurong Town Hall Rd, Singapore 609433",+65 6425 2500,http://www.science.edu.sg/kidsstop,"tourist_attraction,playground,amusement_center,museum,sports_activity_location,point_of_interest,establishment"
KC SPACE @ Clementi | Student Care and Chinese Enrichment,"432 Clementi Ave 3, #01-290, Singapore 120432",+65 9773 7888,https://www.kcspace.com.sg/,"child_care_agency,school,point_of_interest,establishment"
Bidadari Community Club,"11 Bidadari Park Dr, #01-60, Singapore 367803",+65 6320 3566,https://www.onepa.gov.sg/cc/bidadari-cc,"community_center,event_venue,point_of_interest,establishment"
PlayFACTO School @ Toa Payoh Central,"600 Lor 4 Toa Payoh, #02-01/02, Singapore 319515",+65 9773 4336,https://playfactoschool.com.sg/student-care-toa-payoh/,"child_care_agency,point_of_interest,establishment"
Kids DiscoveryWorks,"Block 264 Bishan St 24, #B1-114, Singapore 570264",+65 6258 6938,https://parentportal.kidsdiscoveryworks.com/camp_program,"childrens_camp,child_care_agency,point_of_interest,establishment"
PeiPer Arts School,"46 Kim Yam Rd, #03-08 New Bahru, Singapore 239351",+65 8854 3494,https://peiperschool.com/,"art_studio,art_gallery,point_of_interest,establishment"
STEAM Engine Learning Centre,"240 MacPherson Rd, Building 03-01 Pines Industrial, Singapore 348574",+65 9822 5921,https://sites.google.com/ducklearning.com/steamengine/home,"point_of_interest,establishment"
Science Studios Learning Centre - Eastgate,"46 E Coast Rd, #05-04, Singapore 428766",+65 6970 4936,https://www.sciencestudios.com.sg/,"primary_school,school,consultant,point_of_interest,establishment"
Glow Science Education Centre,"183 Jln Pelikat, B1-37 The Promenade @ Pelikat, Singapore 537643",+65 8080 5706,http://www.glowscience.com.sg/,"point_of_interest,establishment"
Smart Science Lab (Novena),"1 Goldhill Plaza, #02-31 Podium Block, Singapore 308899",+65 8406 4281,http://smartsciencelab.com.sg/,"school,child_care_agency,point_of_interest,establishment"
HCSA Community Services,"1 Lor 23 Geylang, Singapore 388352",+65 6745 3532,http://www.hcsa.org.sg/,"point_of_interest,establishment"
Habitat for Humanity Singapore,"56 Lor 23 Geylang, #05-00 Century Technology Building, Singapore 388381",+65 6744 7326,http://www.habitat.org.sg/,"point_of_interest,establishment"
Educatio Student Care,"100 Lor 23 Geylang, #01-01 D Centennial Building, Singapore 388398",+65 8859 6958,http://www.educatioscc.com/,"child_care_agency,point_of_interest,establishment"
KJEM Academy Pte Ltd (KJEM Brilliant Kidz Hub),"231 Mountbatten Rd, Singapore 397999",+65 9823 0626,http://www.kjemacademy.com/,"primary_school,child_care_agency,health,school,point_of_interest,establishment"
Playeum Ltd Office,"21 Bedok North Street 1, #01-01 Common Ground, Singapore 469659",,http://www.playeum.com/,"point_of_interest,establishment"
Blessed Kidz,"180 Kitchener Rd, #07 - 06, Singapore 208539",+65 6634 5618,http://www.blessedkidz.com.sg/,"child_care_agency,point_of_interest,establishment"
PlayFACTO School @ Boon Keng | Student Care Boon Keng,"72 Bendemeer Rd, #03-11/12 Luzerne Building, Singapore 339941",+65 9773 4336,https://playfactoschool.com.sg/boon-keng/,"child_care_agency,school,point_of_interest,establishment"
